entity_label,entity_class,oid,mentioned,entity,
abnormal malleus manubrium morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008374,
short malleus,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008373,
small malleus,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008372,
pituitary intermediate lobe hyperplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008371,
enlarged pituitary intermediate lobe,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008370,
absent hair follicle dermal papilla,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010687,
abnormal hair follicle matrix region morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010686,
dilated hair follicle infundibulum,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010683,
UBERON_0008588,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008588,
abnormal hair follicle infundibulum morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010682,
abnormal hair follicle inner root sheath morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010685,
abnormal hair follicle outer root sheath morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010684,
decreased sulfoglycosphingolipid level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020005,
pituitary intermediate lobe hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008369,
small pituitary intermediate lobe,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008368,
hyperchylomicronemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009699,
heart hemorrhage,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009698,
absent pituitary intermediate lobe,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008367,
enlarged adenohypophysis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008366,
abnormal copulation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009697,
adenohypophysis hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008365,
abnormal spinal cord grey commissure morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009696,
"absent CD8-positive, gamma-delta intraepithelial T cells",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008364,
abnormal spinal cord ventral commissure morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009695,
UBERON_0008596,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008596,
abnormal spinal cord commissure morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009694,
"decreased CD8-positive, gamma-delta intraepithelial T cell number",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008363,
abnormal spinal cord basal plate morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009693,
"increased CD8-positive, gamma-delta intraepithelial T cell number",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008362,
UBERON_0008595,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008595,
abnormal spinal cord alar plate morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009692,
"abnormal CD8-positive, gamma-delta intraepithelial T cell morphology",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008361,
abnormal hair follicle bulb morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010681,
"absent CD4-positive, gamma-delta intraepithelial T cells",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008360,
abnormal neural tube marginal layer morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009691,
abnormal skin adnexa physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010680,
abnormal neural tube mantle layer morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009690,
increased brain sulfoglycosphingolipid level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020008,
decreased brain sulfoglycosphingolipid level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0020007,
increased activation-induced cell death of T cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010676,
decreased activation-induced B cell apoptosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010675,
abnormal skin adnexa morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010678,
decreased activation-induced cell death of T cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010677,
increased Tc17 cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010672,
abnormal Tc17 cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010671,
increased activation-induced B cell apoptosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010674,
decreased Tc17 cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010673,
abnormal arrector pilli muscle morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010679,
"decreased CD4-positive, gamma-delta intraepithelial T cell number",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008359,
abnormal neural tube ventricular layer morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009689,
"increased CD4-positive, gamma-delta intraepithelial T cell number",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008358,
abnormal spinal cord central canal morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009688,
"abnormal CD4-positive, gamma-delta intraepithelial T cell morphology",Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008357,
abnormal gamma-delta T cell differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008356,
abnormal spinal cord medial motor column morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009686,
absent mature gamma-delta T cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008355,
abnormal spinal cord motor column morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009685,
decreased mature gamma-delta T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008354,
increased mature gamma-delta T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008353,
abnormal spinal cord lateral motor column morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009684,
absent gamma-delta intraepithelial T cell,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008352,
abnormal lateral corticospinal tract morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009683,
UBERON_0008585,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008585,
decreased gamma-delta intraepithelial T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008351,
abnormal anterior corticospinal tract morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009682,
abnormal activation-induced cell death of T cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010670,
increased gamma-delta intraepithelial T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008350,
abnormal pyramidal decussation morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009681,
abnormal medulla oblongata anterior median fissure morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009680,
decreased leukemia incidence,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011995,
abnormal vitelline artery morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010664,
abnormal umbilical vein morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010667,
decreased embryonic cilium length,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011998,
abnormal vitelline vein morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010666,
ascending aorta aneurysm,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010661,
descending thoracic aorta aneurysm,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010660,
Personality changes,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000751,
abnormal brachiocephalic trunk morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010663,
abnormal intersomitic artery morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010662,
CHEBI_26214,Class,hp.owl,1,http://purl.obolibrary.org/obo/CHEBI_26214,
Hyperactivity,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000752,
abnormal tail length,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011999,
abnormal activation-induced B cell apoptosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010669,
abnormal hepatic portal vein morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010668,
Abnormal peripheral nervous system morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000759,
Agoraphobia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000756,
abnormal gamma-delta intraepithelial T cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008349,
absent gamma-delta T cells,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008348,
abnormal spinal cord ventral column morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009679,
decreased gamma-delta T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008347,
abnormal spinal cord lateral column morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009678,
increased gamma-delta T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008346,
abnormal spinal cord dorsal column morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009677,
abnormal gamma-delta T cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008345,
abnormal hemostasis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009676,
abnormal mature gamma-delta T cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008344,
abnormal gamma-delta T cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008343,
absent corticotrophs,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008342,
decreased corticotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008341,
increased corticotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008340,
abnormal uterus physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009671,
Ectopic anterior pituitary gland,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012731,
Abnormal CNS myelination,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011400,
Agenesis of canine,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012738,
Delayed peripheral myelination,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011401,
Abnormal umbilical cord blood vessels,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0011403,
Functional abnormality of the gastrointestinal tract,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012719,
abnormal macrophage proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011985,
decreased macrophage proliferation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011986,
Morphological abnormality of the gastrointestinal tract,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012718,
thick myocardium,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010656,
absent cardiac jelly,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010655,
abnormal aorticopulmonary septum morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010650,
Episodic paroxysmal anxiety,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000740,
absent aorticopulmonary septum,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010652,
Low frustration tolerance,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000744,
Apathy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000741,
thoracic aorta aneurysm,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010658,
CHEBI_28868,Class,hp.owl,1,http://purl.obolibrary.org/obo/CHEBI_28868,
Inappropriate laughter,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000748,
absent pulmonary trunk,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010657,
Diminished motivation,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000745,
abdominal aorta aneurysm,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010659,
Delusions,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000746,
absent thyrotrophs,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008339,
decreased thyrotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008338,
increased thyrotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008337,
Hallucinations,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000738,
absent gonadotrophs,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008336,
decreased gonadotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008335,
increased gonadotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008334,
absent lactotrophs,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008333,
decreased lactotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008332,
increased lactotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008331,
absent somatotrophs,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008330,
abnormal induced retinal neovascularization,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009660,
Venous malformation,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012721,
Neoplasm of the nose,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012720,
Upper eyelid edema,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012724,
absent fourth pharyngeal arch,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010643,
abnormal circulating glycerol level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011973,
intestinal stenosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011974,
absent third pharyngeal arch,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010642,
absent sixth pharyngeal arch,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010644,
descending aorta stenosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010641,
ventricular myocardium compact layer hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010640,
Stereotypy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000733,
abnormal sodium ion homeostasis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011977,
left atrium hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010647,
Short attention span,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000736,
Irritability,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000737,
abnormal potassium ion homeostasis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011978,
absent pulmonary vein,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010646,
Disinhibition,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000734,
dilated pulmonary trunk,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010649,
abnormal magnesium ion homeostasis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011979,
CHEBI_27568,Class,mp.owl,1,http://purl.obolibrary.org/obo/CHEBI_27568,
decreased somatotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008329,
striated fur,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009659,
right atrium hypoplasia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010648,
increased somatotroph cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008328,
Impaired social interactions,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000735,
abnormal corticotroph morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008327,
increased placenta apoptosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009658,
abnormal thyrotroph morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008326,
abnormal gonadotroph morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008325,
abnormal melanotroph morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008324,
Impaired ability to form peer relationships,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000728,
abnormal lactotroph morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008323,
abnormal palate development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009653,
abnormal somatotroph morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008322,
abnormal palatal rugae morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009652,
small adenohypophysis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008321,
absent adenohypophysis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008320,
CHEBI_15551,Class,hp.owl,1,http://purl.obolibrary.org/obo/CHEBI_15551,
increased cornea thickness,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011962,
cardiac muscle necrosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010632,
myocardial hypertrophy,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010633,
abnormal eye anterior chamber depth,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011960,
abnormal cardiac muscle tissue morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010630,
abnormal cornea thickness,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011961,
Lack of spontaneous play,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000721,
Obsessive-compulsive behavior,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000722,
Dementia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000726,
abnormal sympathetic afferent fiber morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008319,
delayed embryo implantation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009649,
abnormal splanchnic nerve morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008318,
absent intercalated discs,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010638,
abnormal circulating triglyceride level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011969,
abnormal paravertebral ganglion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008317,
decreased fertilization frequency,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009647,
abnormal prevertebral ganglion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008316,
urinary bladder inflammation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009646,
Inappropriate behavior,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000719,
abnormal otic ganglion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008315,
Depressivity,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000716,
abnormal pterygopalatine ganglion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0008314,
abnormal urine homeostasis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009643,
abnormal blood homeostasis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009642,
kidney degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009641,
abnormal renal tubule epithelium morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0009640,
Abnormal large intestine physiology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012700,
NCIT_C8054,Class,hp.owl,1,http://purl.obolibrary.org/obo/NCIT_C8054,
abnormal tricuspid valve anulus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010621,
thick mitral valve,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010620,
bicuspid tricuspid valve,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010623,
abnormal tricuspid valve cusp morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010622,
UBERON_0008523,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0008523,
abnormal eye posterior chamber depth,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011959,
thick tricuspid valve,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010629,
patent tricuspid valve,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0010628,
